
010000', '010001 | Piaget, Jean | El lenguaje y el pensamiento en el niño | Buenos Aires | Guadalupe | 1983 | DESARROLLO DEL LENGUAJE' ;; 'DESARROLLO COGNOSCITIVO' ;; 'TECNICAS DIDACTICAS' ;; 'PSICOLOGIA EVOLUTIVA' ;; 'COMUNICACION VERBAL | 950-500-070-7
###
100216 | Saint-Exupéry, Antoine de | El principito  | Buenos Aires | Emecé | 1974 | CUENTOS' ;; 'CUENTOS MARAVILLOSOS' ;; 'LITERATURA INFANTIL' ;; 'LITERATURA FRANCESA | 
###
000288 | Saitta, Carmelo | Trampolines musicales   | Buenos Aires | Novedades Educativas | 1997 | MUSICA' ;; 'DIDACTICA | 9879191056
###
012912 | Salama, Rita | Ciencias naturales de quinto   | Bogotá | Tesis | 1993 | BIOLOGIA' ;; 'LIBROS DE TEXTO | 95091180796
###
012737 | Salas, Alberto M. | Para un bestiario de las indias  | Buenos Aires | Plus Ultra | 1995 | RELATOS HISTORICOS' ;; 'HISTORIA ARGENTINA' ;; 'BESTIARIOS' ;; 'MITOS' ;; 'LITERATURA JUVENIL' ;; 'LITERATURA ARGENTINA | 9502107683
###
012733 | Salas, Alberto M. | Tiempo de indias, tiempo de Buenos Aires  | Buenos Aires | Plus Ultra | 1985 | RELATOS HISTORICOS' ;; 'CRONICAS' ;; 'LITERATURA JUVENIL' ;; 'LITERATURA ARGENTINA | 950-21-0568-0
###
000027 | Salgari, Emilio | El corsario negro  | Madrid | SM | 1993 | NOVELAS' ;; 'NOVELAS DE AVENTURAS' ;; 'LITERATURA INFANTIL' ;; 'LITERATURA JUVENIL' ;; 'LITERATURA ITALIANA | 84-348-3118-X
###
010373', '010374', '010375', '010377', '010378', '010376 | Salgado, Hugo | El desafío de la ortografía   | Buenos Aires | Aique  | 1983 | ENSENANZA DE LA ORTOGRAFIA | 
###
012103', '012104 | Salotti, Martha A. | Enseñanza de la lengua   | Buenos Aires | Kapelusz | 1960 | LENGUAJE' ;; 'ENSENANZA | 
###
012112', '012113', '012114 | Sánchez, Benjamín | Lenguaje escrito   | Buenos Aires | Kapelusz | 1972 | LENGUAJE' ;; 'ENSENANZA' ;; 'ESCRITURA | 
###
011303 | Sánchez Hidalgo, Efraín | Psicología educativa  | Puerto Rico | Universidad de Puerto Rico | 1982 | PSICOLOGIA DE LA EDUCACION' ;; 'PSICOLOGIA DEL NINO' ;; 'PROCESO DE APRENDIZAJE' ;; 'TEORIAS DEL APRENDIZAJE' ;; 'PSICOLOGIA GENERAL' ;; 'DESARROLLO DEL NINO | 
###
012666 | Sandroni, Laura Constancia | Lectura y medios de comunicación de masas  | Buenos Aires | Aique | 1992 | LECTURA' ;; 'MEDIOS DE COMUNICACION | 9280570288
###
012577 | Sandroni, Laura Constancia | El niño y el libro   | Bogotá | Cerlal Procultura | 1984 | HABITO DE LECTURA' ;; 'BIBLIOTECAS ESCOLARES' ;; 'ANIMACION A LA LECTURA | 958-9010-01-6
###
000023', '004557 | Santis, Pablo de | Lucas Lenz y el museo del universo  | Buenos Aires | Alfaguara | 1992 | NOVELAS' ;; 'NOVELAS POLICIALES' ;; 'NOVELAS DE MISTERIO' ;; 'LITERATURA JUVENIL' ;; 'LITERATURA ARGENTINA' ;; 'DETECTIVES | 950-511-134-7
###
000326', '000327 | Santos Guerra, Miguel Angel | Evaluación educativa  | Buenos Aires | Magisterio del Río de La Plata | 1996 | EVALUACION DEL DOCENTE' ;; 'METODOS DE EVALUACION' ;; 'EVALUACION' ;; 'EVALUACION DE MATERIALES DIDACTICOS' ;; 'CRITERIOS DE EVALUACION' ;; 'EVALUACION DEL ALUMNO | 
###
011839 | Sanuy, Montse | Música, maestro  | Madrid | Cincel | 1984 | MUSICA' ;; 'EDUCACION MUSICAL' ;; 'EDUCACION PREESCOLAR | 
###
011672 | Sanuy, Montse | Al son que tocan, bailo   | Madrid | Cincel | 1984 | MUSICA' ;; 'EDUCACION MUSICAL' ;; 'EDUCACION PREESCOLAR | 
###
012928 | Sarmiento, Domingo Faustino | Viajes   | Buenos Aires | Eudeba | 1988 | LITERATURA' ;; 'HISTORIA NACIONAL | 9502304217
###
010455 | Sarto, María Monserrat | La animación a la lectura   | Madrid | SM | 1986 | HABITO DE LECTURA' ;; 'LECTURA' ;; 'MEJORA DE LA LECTURA' ;; 'ANIMACION A LA LECTURA | 
###
009358 | Sarquis, Beatriz | Lengua 8: Tercer Ciclo EGB | Buenos Aires | A-Z | 1998 | LIBROS DE TEXTO' ;; 'LENGUA' ;; 'ENSENANZA | 950-534-425-2
###
012569 | Sastre, Genoveva | Descubrimiento y construcción de conocimientos   | Buenos Aires | Gedisa | 1985 | PEDAGOGIA' ;; 'APRENDIZAJE MEDIANTE EL DESCUBRIMIENTO' ;; 'PROCESO DE APRENDIZAJE' ;; 'CONCEPTOS ARITMETICOS' ;; 'EDUCACION PREESCOLAR | 
###
012980 | Savater, Fernando | Etica para Amador | Buenos Aires | Ariel | 1991 | ETICA | 95099122025
###
012974', '012975 | Savater, Fernando | Política para Amador | Buenos Aires | Espasa Calpe | 1996 | FORMACION POLITICA | 9509122033
###
013081 | Savater, Fernando | El valor de educar | Buenos Aires | Ariel | 1997 | FINALIDADES DE LA EDUCACION' ;; 'PAPEL DE LA FAMILIA | 9509122459
###
010323', '010324 | Schanton, Veldis A. de | Organización y administración de refrigerio escolar | Buenos Aires | Kapelusz | 1976 | PROYECTOS | 
###
011934', '011935 | Schwab, Joseph J. | Un enfoque práctico para la planificación del currículo | Buenos Aires | El Ateneo | 1974 | PLANIFICACION ESCOLAR | 
###
010940', '010941 | Scheffler, Israel | Bases y condiciones del conocimiento | Buenos Aires | Paidós | 1970 | DESARROLLO COGNOSCITIVO' ;; 'OBJETIVOS COGNOSCITIVOS | 
###
011186', '011187 | Schfflen, Israel | El lenguaje de la educación | Buenos Aires | El Ateneo | 1970 | FILOSOFIA DE LA EDUCACION | 
###
011774', '011775 | Schipani, Daniel S. | Educación y comunidad | Buenos Aires | El Ateneo | 1973 | EDUCACION' ;; 'COMUNIDAD | 
###
000017 | Schiefelbein, Ernesto | En busca de la escuela del siglo XXI | Santiago de Santiago de Chile | UNESCO | 1993 | PROGRAMAS DE EDUCACION | 
###
000016 | Schiefelbein, Ernesto | Guías de aprendizaje para una escuela deseable | Santiago de Santiago de Chile | UNICEF | 1994 | MATERIAL DIDACTICO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'GUIAS' ;; 'ACTIVIDADES DE LA CLASE | 
###
010360 | Schneider, Louis | Como la sociologia ve el mundo | Buenos Aires | Paidós | 1979 | SOCIOLOGIA | 
###
910146', '910147 | Beraldi, Jorge | Mendoza | Mendoza | Lenga | 2003 | MUSEOS' ;; 'IDENTIDAD' ;; 'FOTOGRAFIA | 
###
000235 | Schoch, Rudolf | La educación musical en la escuela  | Buenos Aires | Kapelusz | 1964 | EDUCACION MUSICAL | 
###
012554 | Schwebel, Milton | Piaget en el aula | Buenos Aires | Huemul | 1986 | EDUCACION ' ;; 'ENSENANZA PRIMARIA | 
###
012941 | Sciotto, Eduardo Alfredo | Educación y salud   | Buenos Aires | Novedades Educativas | 1995 | EDUCACION SANITARIA | 9879529456
###
011937 | Scuorzo, Herbert | Manual práctico de medios audiovisuales  | Buenos Aires | Kapelusz | 1980 | ENSENANZA AUDIOVISUAL' ;; 'COMUNICACION AUDIOVISUAL | 
###
011014', '011015 | Selltiz, Claire | Metodos de investigacion en las relaciones sociales  | Madrid | Rialp | 1980 | METODOLOGIA DE LA INVESTIGACION' ;; 'CIENCIAS SOCIALES | 
###
000392 | Shakespeare, William | La tragedia de Romeo y Julieta Hamlet, príncipe de Dinamarca | Madrid | Club Internacional del libro | 1997 | LITERATURA UNIVERSAL | 8482650130
###
011059 | Siegel, Sidney | Estadística no paramétrica   | México | Trillas | 1980 | CIENCIAS DE LA CONDUCTA' ;; 'DATOS ESTADISTICOS | 
###
010473', '010475 | Sikora, Joachim | Manual de métodos creativos  | Buenos Aires | Kapelusz | 1979 | CREATIVIDAD' ;; 'DESARROLLO DE LA CREATIVIDAD' ;; 'ACTIVIDADES EN GRUPO | 
###
011788', '011789 | Simon, Alfons | El éxito de las reuniones de padres y maestros  | Buenos Aires | Kapelusz | 1980 | REUNIONES' ;; 'RELACION PADRES-DOCENTE | 
###
011840 | Simpson, Ray H. | La autoevaluación del maestro  | Buenos Aires | Paidós | 1967 | AUTOEVALUACION' ;; 'EVALUACION DEL DOCENTE | 
###
011191', '011192 | Sitgraves, Rosedith | Métodos estadísticos y de investigación en educación  | Buenos Aires | Paidós | 1975 | INVESTIGACION EDUCACIONAL | 
###
010458 | Slavin, Robert E. | La enseñanza y el método cooperativo  | México | Edamex | 1985 | TRABAJO EN EQUIPO | 
###
000155 | Small, Leonard | Manual para la localización y clasificación del test de Rorschach  | Buenos Aires | Paidós | 1979 | PSICOMETRIA' ;; 'TESTS | 
###
000024 | Smania, Estela | Pido gancho  | Buenos Aires | Sudamericana | 1991 | NOVELAS' ;; 'NINOS ADOPTADOS' ;; 'ADOPCION' ;; 'LITERATURA JUVENIL' ;; 'LITERATURA ARGENTINA | 950-07-0697-0
###
011194', '011195 | Smith, Othanel B. | Lenguaje y conceptos en la educación | Buenos Aires | El Ateneo | 1971 | FILOSOFIA DE LA EDUCACION' ;; 'APRENDIZAJE' ;; 'IGUALDAD DE EDUCACION | 
###
010678', '010679 | Smith, Karl U. | La conducta del hombre | Buenos Aires | Eudeba | 1963 | PSICOLOGIA GENERAL' ;; 'CIENCIAS DE LA CONDUCTA | 
###
011414', '011415 | Smith, Robert M. | El maestro y el diagnóstico de las dificultades escolares | Buenos Aires | Paidós | 1971 | PSICOLOGIA DE LA EDUCACION' ;; 'PRUEBAS DE DIAGNOSTICO' ;; 'DIFICULTADES EN EL APRENDIZAJE | 
###
010672', '010675 | Smith, Wendell l. | Cómo se aprende el comportamiento | Buenos Aires | Paidós | 1973 | COMPORTAMIENTO' ;; 'PSICOLOGIA' ;; 'PROCESO COGNOSCITIVO | 
###
012245 | Sobrevila, Marcelo A. | Didáctica de la educación técnica | Buenos Aires | Kapelusz | 1968 | ENSENANZA TECNICA | 
###
012464', '012465 | Soiffer, Raquel | Psicodinamismo de la familia con niños | Buenos Aires | Kapelusz | 1980 | PROBLEMAS FAMILIARES' ;; 'ASESORAMINTO FAMILIAR' ;; 'TERAPIA | 
###
011119', '011121', '011122 | Solari, Manuel Horacio | Historia de la educación argentina | Buenos Aires | Paidós | 1982 | HISTORIA DE LA EDUCACION | 
###
000492 | Soletic, María Angeles | La Argentina en el siglo XX | Buenos Aires | El Ateneo | 1998 | CIENCIAS SOCIALES' ;; 'HISTORIA NACIONAL' ;; 'SIGLO VEINTE | 950-02-7404-3
###
013092 |  | Soltar las alas 3 EGB | Buenos Aires | Anaya-Aique | 1996 |  | 84-207-7673-4
###
013093 |  | Soltar las alas 4 EGB | Buenos Aires | Anaya-Aique | 1996 |  | 84-207-7674-2
###
013094 |  | Soltar las alas 5 EGB | Buenos Aires | Anaya-Aique | 1996 |  | 84-207-7675-0
###
013095 |  | Soltar las alas 6 EGB | Buenos Aires | Anaya-Aique | 1996 |  | 84-207-7676-9
###
012607 | Solves, Hebe | Taller literario | Buenos Aires | Plus Ultra | 1987 | TALLERES ESCOLARES' ;; 'ANIMACION A LA LECTURA | 
###
011418', '011419 | Sorenson, Herbert | La psicología en la educación | Buenos Aires | El Ateneo | 1971 | PSICOLOGIA DE LA EDUCACION | 
###
013221', '000315 | Spakowsky, Elisa | La organización de los contenidos | Buenos Aires | Colihue | 1997 | EDUCACION PREESCOLAR' ;; 'UNIDADES DE ENSENANZA' ;; 'JUEGO' ;; 'SOLUCION DE CONFLICTOS' ;; 'TECNICAS DIDACTICAS' ;; 'CONTENIDO DEL PROGRAMA' ;; 'PLANIFICACION ESC0LAR | 9505816979
###
000130 | Spanjaar, Jacob | Historia del psicoanálisis V | Buenos Aires | Paidós | 1968 | PSICOLOGIA | 
###
011816 | Sperb, Dalila C. | Dirección y supervisión en la escuela primaria | Buenos Aires | Kapelusz | 1965 | ADMINISTRACION ESCOLAR' ;; 'SUPERVISION DE LOS DOCENTES' ;; 'DIRECTORES | 
###
011553 | Spencer, Rosa A. P. de | Nueva didáctica especial | Buenos Aires | Kapelusz | 1980 | DIDACTICA' ;; 'LINGUISTICA' ;; 'ENSENANZA DE LA ESCRITURA' ;; 'ENSENANZA DE LA LECTURA' ;; 'ENSENANZA DE LAS MATEMATICAS' ;; 'BIOLOGIA' ;; 'ENSENANZA DE LA HISTORIA' ;; 'EDUCACION ESTETICA | 
###
011550 | Spencer, Rosa A. P. de | Nueva didáctica general | Buenos Aires | Kapelusz | 1981 | DIDACTICA' ;; 'TECNICAS DIDACTICAS | 
###
011906 | Sperb, Dalila C. | El currículo | Buenos Aires | Kapelusz | 1982 |  | 
###
010416 | Spitz, René A. | El primer año de vida del niño | Buenos Aires | Fondo de Cultura Económica | 1969 | DESARROLLO DEL NINO' ;; 'PSICOLOGIA DEL NINO | 
###
011285', '011286 | Spranger, Eduard | El educador nato | Buenos Aires | Kapelusz | 1960 | FORMACION DOCENTE' ;; 'PAPEL DEL DOCENTE' ;; 'PERFIL PROFESIONAL DEL DOCENTE | 
###
010120 | Spranger, Eduard | Las ciencias del espíritu y la escuela | Buenos Aires | Losada | 1964 | PEDAGOGIA | 
###
011482', '011484 | Sprott, W. J. | La sociedad y la formación del caracter | Buenos Aires | Paidós | 1968 | SOCIOLOGIA' ;; 'PEDAGOGIA | 
###
011422', '011423 | Sprott, W. J. | La sociedad y la formación de la personalidad del niño | Buenos Aires | Paidós | 1968 | SOCIOLOGIA' ;; 'PEDAGOGIA' ;; 'DESARROLLO DEL NINO | 
###
011486', '011487 | Stalcup, Robert J. | Sociología y educación | Buenos Aires | Paidós | 1969 | SOCIOLOGIA DE LA EDUCACION | 
###
010733 | Standop, Ewald | Cómo preparar monografías e informes | Buenos Aires | Kapelusz | 1980 | ELABORACION DE INFORMES | 
###
012711 | Starico de Accomo, Mabel Nelly | Investigando 1 | Buenos Aires | Magisterio del Río de La Plata | 1992 | LIBROS DE TEXTO' ;; 'ENSENANZA DE LA LECTURA' ;; 'ENSENANZA DE LA ESCRITURA | 9505500882
###
012712 | Starico de Accomo, Mabel Nelly | El cuaderno de investigando 1 | Buenos Aires | Magisterio del Río de La Plata | 1992 | LIBROS DE TEXTO' ;; 'ENSENANZA DE LA LECTURA' ;; 'ENSENANZA DE LA ESCRITURA | 950-550-0882
###
000325 | Starico de Accomo, Mabel Nelly | Los proyectos en el aula   | Buenos Aires | Magisterio del Río de La Plata | 1996 | PROYECTO DE AULA | 950550766
###
010541 | Staton, Thomas F. | Cómo estudiar  | México  | Trillas | 1981 | METODOS DE ESTUDIO | 
###
011161', '011554 | Stocker, Karl | Principios de didáctica moderna  | Buenos Aires | Kapelusz | 1965 | DIDACTICA | 
###
012221 | Stokos, Patricia | La expresión corporal y el niño  | Buenos Aires | Ricordi Américana | 1967 |  | 
###
010680', '010682 | Stone, L J. | Psicología y psicopatología del desarrollo   | Buenos Aires | Hormé | 1980 | PSICOPATOLOGIA' ;; 'PSICOLOGIA EVOLUTIVA' ;; 'PSICOLOGIA DEL NINO | 
###
010887', '010888 | Stone, L J. | El escolar de  6 a 12=doce años  | Buenos Aires | Hormé | 1982 | PSICOLOGIA EVOLUTIVA' ;; 'PSICOLOGIA DEL NINO | 
###
010144 | Stout, Irving W. | El aprendizaje y las relaciones entre padres y maestros  | Buenos Aires | Librería del colegio | 1970 | RELACION PADRES-DOCENTE | 
###
011776', '011777 | Strang, Ruth | Cómo informar a los padres  | Buenos Aires | Paidós | 1965 | RELACION PADRES-DOCENTE' ;; 'REUNIONES | 
###
010726', '010728 | Dare, Christofer | Su hijo de 6 años  | Buenos Aires | Paidós | 1978 | PSICOLOGIA DEL NINO | 
###
000223', '003883 | Svarzman, José H. | La escuela a la que concurro   | Buenos Aires | Novedades Educativas | 1996 | CIENCIAS SOCIALES' ;; 'DIDACTICA | 987-9116-11-9
###
011770', '011771 | Symonds, Percival M. | Las relaciones familiares  | Buenos Aires | Paidós | 1965 | RELACIONES FAMILIARES | 
###
010695', '010696', '010697 | Székely, Béla | Los tests   | Buenos Aires | Kapelusz | 1996 | PSICOMETRIA' ;; 'TESTS | 
###
000057', '000058', '000059', '000060', '000061', '000062 | Tabares de Paladini, María Teresa | Ciencias naturales, panorama ecológico  | Buenos Aires | Estrada |  | BIOLOGIA' ;; 'ECOLOGIA | 9500104628
###
101907', '101908', '101909', '101910', '101911', '101912', '101913', '101914', '101915 | Taba, Hilda | Elaboración del currículo | Buenos Aires | Troquel | 1980 | TEORIAS DEL APRENDIZAJE | 
###
000144 | Taba, Hilda | Elaboración del curriculo | Buenos Aires | Troquel | 1991 | TEORIAS DEL APRENDIZAJE | 9501630366
###
000019 | Taylor, Jhon L. | Guía sobre simulación y juegos para la educación | Santiago de Santiago de Chile | Orealc |  | EDUCACION AMBIENTAL' ;; 'JUEGOS | 
###
010212 | Taylor, Stanfor E. | La atención y el aprendizaje | Buenos Aires | Librería del Colegio | 1970 | RAZONAMIENTO ABSTRACTO' ;; 'ATENCION | 
###
012570', '012515 | Tedesco, Juan Carlos | Conceptos de sociología de la educación | Buenos Aires | Centro Editor de América Latina | 1980 | SOCIOLOGIA' ;; 'PEDAGOGIA' ;; 'SOCIOLOGIA DE LA EDUCACION | 
###
011426', '011427 | Teevan, Richard C. | Teorías sobre motivación del aprendizaje | México | Trillas | 1976 | TEORIAS DEL APRENDIZAJE' ;; 'MOTIVACION' ;; 'MOTIVACION DEL ALUMNO | 
###
000142 | Telford, Ch. W. | Tratado de psicología | Buenos Aires | Paidós | 1977 | PSICOLOGIA GENERAL' ;; 'PERCEPCION' ;; 'SISTEMA NERVIOSO' ;; 'PERSONALIDAD' ;; 'MOTIVACION' ;; 'PROCESO DE APRENDIZAJE' ;; 'PROCESO DEL PENSAMIENTO | 
###
012891 | Busquets, María Dolores | Los temas transversales | Buenos Aires | Santillana | 1995 | DIDACTICA' ;; 'SALUD' ;; 'EDUCACION SANITARIA' ;; 'EDUCACION DEL CONSUMIDOR' ;; 'IGUALDAD DE EDUCACION | 9504602568
###
011927 | Tenbrink, Terry D. | Evaluación | Buenos Aires | Narcea | 1981 | EVALUACION' ;; 'ELABORACION DE PRUEBAS' ;; 'PRUEBAS ESCOLARES' ;; 'EVALUACION DEL ALUMNO' ;; 'TECNICAS DE EVALUACION | 
###
000007 |  | Tendencias, necesidades y prioridades en la educación ambiental desde la conferencia de Tbilisi   | Santiago de Santiago de Chile | Unesco-Pnuma | 1990 | EDUCACION AMBIENTAL' ;; 'ECOLOGIA | 
###
012830 | Tenewicki, Inés | Curso de periodismo  | Buenos Aires | Troquel | 1995 | PERIODISMO | 9501664805
###
010159 | Marcó, Susana | Teoría del género chico criollo  | Buenos Aires | Eudeba | 1974 | TEATRO POPULAR | 
###
010426', '000030 | Terzi, Marianella | 100 barcos de vapor | Madrid | SM | 1986 | LECTURA' ;; 'ANIMACION A LA LECTURA | 
###
011099', '011102 | Tibble, J. W | Introducción a la ciencia de la educación  | Buenos Aires | Paidós | 1976 | HISTORIA DE LA EDUCACION' ;; 'FILOSOFIA DE LA EDUCACION' ;; 'SOCIOLOGIA DE LA EDUCACION' ;; 'PSICOLOGIA DE LA EDUCACION | 
###
000153 |  | Test de madurez escolar | Buenos Aires | Paidós | 1981 | PSICOMETRIA' ;; 'TESTS | 8475090699
###
000299 | Muth, Denise K. | El texto expositivo   | Buenos Aires | Aique | 1995 | LINGUISTICA' ;; 'TIPO DE TEXTO | 
###
012765 | Tignanelli, Horacio | Así funciona el sol  | Buenos Aires | Colihue | 1992 | ASTRONOMIA' ;; 'CIENCIAS BASICAS | 95058167
###
011562 | Titone, Renzo | Metodología didáctica  | Buenos Aires | Rialp | 1981 | DIDACTICA' ;; 'METODOLOGIA' ;; 'TECNICAS DIDACTICAS | 
###
012405', '012406 | Titone, Renzo | Psicolinguística aplicada   | Buenos Aires | Kapelusz | 1978 | LINGUISTICA' ;; 'LENGUAJE' ;; 'PSICOLOGIA | 
###
012887 | Tobelem, Mario | El libro de grafein   | Buenos Aires | Santillana | 1994 | ENSENANZA DE LA ESCRITURA' ;; 'TALLERES ESCOLARES' ;; 'MEJORA DE LA ESCRITURA | 9504602096
###
012723 | Tochon, Francois Víctor | Organizadores didácticos  | Buenos Aires | Aique | 1994 | LENGUAJE' ;; 'ENSENANZA' ;; 'TALLERES ESCOLARES' ;; 'ESCRITURA' ;; 'TECNICAS DIDACTICAS' ;; 'DIDACTICA | 9507012095
###
102498 | Tonucci, Francesco | Con ojos de niño  | Buenos Aires | Rei | 1987 | PSICOLOGIA INFANTIL' ;; 'PEDAGOGIA' ;; 'EDUCACION DEL NINO | 
###
011066 | Toranzo, Fausto | Teoría estadística y aplicaciones  | Buenos Aires | Kapelusz | 1982 |  | 
###
000301 | Torres Santomé, Jurjo | Globalización e interdisciplinariedad   | Madrid | Morata | 1994 | CONTENIDO DEL PROGRAMA' ;; 'LIBROS DE TEXTO' ;; 'PLANIFICACION ESCOLAR' ;; 'PLANIFICACION DEL PROGRAMA' ;; 'INTERDISCIPLINARIEDAD | 847112372X
###
010871', '010872 | Tough, Joan | Cómo dialogar con los niños, el lenguaje infantil   | Buenos Aires | El Ateneo | 1979 | LENGUAJE DEL NINO' ;; 'EXPRESION ORAL | 
###
011198', '011199 | Travers, Robert M. W. | Introducción a la investigación educacional  | Buenos Aires | Paidós | 1979 | INVESTIGACION EDUCACIONAL | 
###
000449 | Zapico, Irene | Matemática 7 EGB  | Buenos Aires | El Ateneo | 1997 | ENSENANZA DE LAS MATEMATICAS' ;; 'LIBROS DE TEXTO | 9500273993
###
012176', '012179', '012178 | Trejo, César A. | El enfoque conjuntista en la enseñanza de la matemática  | Buenos Aires | Kapelusz | 1973 | ENSENANZA DE LAS MATEMATICAS' ;; 'DIDACTICA | 
###
012977', '012978 | Trepat, Cristófol A. | Procedimientos en historia   | Buenos Aires | Graó | 1995 | ENSENANZA DE LA HISTORIA' ;; 'DIDACTICA' ;; 'INVESTIGACION EN LA CLASE' ;; 'TECNICAS DIDACTICAS | 8478271139
###
000121 | Turkle, Sherry | Jacques Lacan   | Buenos Aires | Paidós | 1983 | PSICOLOGIA | 9501234401
###
010875', '010876 | Tredgold, R F | Retardo mental  | Buenos Aires | Médica Panamericana | 1974 | RETARDO MENTAL' ;; 'EDUCACION ESPECIAL | 
###
012593 | Treffel, Jacques | Presente y futuro del audiovisual en educación  | Buenos Aires | Kapelusz | 1986 | ENSENANZA AUDIOVISUAL | 
###
010223 | Tyler, Ralph W. | Principios básicos del currículo  | Buenos Aires | Troquel | 1973 |  | 
###
011780', '011781 | Ulich, Dieter | Dinámica de grupo en la clase escolar  | Buenos Aires | Kapelusz | 1980 | DINAMICA DE GRUPO' ;; 'ACTIVIDADES EN GRUPO | 
###
011124', '011126 | Ulich, Robert | La educación en la cultura occidental   | Buenos Aires | Paidós | 1970 | HISTORIA DE LA EDUCACION | 
###
012706 | Ullrich, H | Iniciación tecnológica en el jardín de infantes y en los primeros  grados de la escuela primaria  | Buenos Aires | Kapelusz | 1982 | EDUCACION PREESCOLAR' ;; 'TECNOLOGIA' ;; 'TECNICAS DIDACTICAS | 9501363368
###
010305 |  | El universo | Buenos Aires | Kapelusz | 1980 | CIENCIAS SOCIALES' ;; 'CIENCIAS BASICAS' ;; 'ASTRONOMIA' ;; 'UNIVERSO | 
###
012352 | Valett, Robert E. | Niños hiperactivos   | Madrid | Cincel-Kapelusz | 1980 | EDUCACION DE ALUMNOS ATIPICOS' ;; 'ALUMNOS ATIPICOS' ;; 'EDUCACION ESPECIAL | 
###
010213 | Valett, Robert E. | Tratamiento de los problemas de aprendizaje  | Madrid | Cincel | 1984 | DIFICULTADES EN EL APRENDIZAJE' ;; 'EDUCACION ESPECIAL | 
###
012877 |  | Vacaciones santillana matemática 7 | Buenos Aires | Santillana | 1996 | MATEMATICAS' ;; 'LIBROS DE TEXTO | 950-46-0053-0
###
014428 | Van Dalen, Deobold B. | Manual de técnica de la investigación educacional  | Barcelona | Paidós | 1981 | INVESTIGACION EDUCACIONAL | 
###
011918 | Vargas, Julie S. | Redacción de objetivos conductuales  | México | Trillas | 1979 | OBJETIVOS DE LA FORMACION' ;; 'CONDUCTA INFANTIL | 
###
012667 | Vattuone, Lucy F. de | Nuestro medio 1 | Buenos Aires | El Ateneo | 1992 | LIBROS DE TEXTO' ;; 'BIOLOGIA | 9500273284
###
012668 | Vattuone, Lucy F. de | Nuestro medio 2 | Buenos Aires | El Ateneo | 1992 | BIOLOGIA' ;; 'LIBROS DE TEXTO | 950-02-5801-2
###
012669 | Vattuone, Lucy F. de | Nuestro medio 3 | Buenos Aires | El Ateneo | 1992 | LIBROS DE TEXTO' ;; 'BIOLOGIA | 950-02-5801-3
###
010684 | Vayer, Pierre | El niño frente al mundo   | Barcelona | Científico Médica | 1977 | DESTREZAS PSICOMOTRICES' ;; 'PERSONALIDAD | 
###
000084 | Vázquez de Tapia, Nelly | Jugando con matemática 2 | Buenos Aires | Estrada | 1995 | MATEMATICAS' ;; 'LIBROS DE TEXTO | 9500102927
###
000086 | Vázquez de Tapia, Nelly | Jugando con matemática 4 | Buenos Aires | Estrada | 1995 | MATEMATICAS' ;; 'LIBROS DE TEXTO | 9500103788
###
000109 | Zemborain, Hebe | La barra de Hernán  | Buenos Aires | Métodos | 1990 | CUENTOS' ;; 'LITERATURA JUVENIL' ;; 'LITERATURA ARGENTINA' ;; 'ANECDOTAS' ;; 'ESTUDIANTES' ;; 'CUENTOS DE AMOR | 950-9831-26-3
###
012794 | Vega, Roberto | El teatro en la educación  | Buenos Aires | Plus Ultra | 1981 | TEATRO POPULAR' ;; 'JUEGO' ;; 'EDUCACION ARTISTICA | 
###
010317 | Veiravé, Alfredo E. | Curso de literatura hispanoamericana y argentina   | Buenos Aires | Kapelusz | 1973 | LITERATURA | 
###
000029 | Verne, Julio | Un capitán de quince años  | Madrid | SM | 1996 | NOVELAS' ;; 'NOVELAS DE AVENTURAS' ;; 'LITERATURA JUVENIL' ;; 'LITERATURA FRANCESA | 84-348-1773-X
###
000127 | Veszy-Wagner, Lilla | Historia del psicoanálisis II  | Buenos Aires | Paidós | 1968 | PSICOLOGIA | 
###
010108', '010109 | Vexliard, Alexandre | Pedagogía comparada   | Buenos Aires | Kapelusz | 1975 | PEDAGOGIA' ;; 'HISTORIA | 
###
013090 | Vilarrasa, Araceli | Mediodía   | Barcelona | Graó | 1988 | CONCEPTOS GEOGRAFICOS' ;; 'ENSENANZA DE LA GEOGRAFIA' ;; 'GEOGRAFIA' ;; 'TEORIAS DE LA EDUCACION | 8485729765
###
012768 | Villafañe, Javier | El caballo celoso  | Buenos Aires | Colihue | 1993 | LITERATURA INFANTIL' ;; 'CUENTOS' ;; 'CUENTOS DE ANIMALES' ;; 'LITERATURA ARGENTINA | 950-581-553-1
###
012764 | Villafañe, Javier | Cuentos y títeres  | Buenos Aires | Colihue | 1993 | CUENTOS' ;; 'TEATRO DE TITERES' ;; 'LITERATURA INFANTIL' ;; 'LITERATURA ARGENTINA | 950-581-514-X
###
010280 | Villar Angulo, Luis Miguel | El autoperfeccionamiento del profesor  | Madrid | Cincel-Kapelusz | 1980 | PERFECCIONAMIENTO DEL DOCENTE' ;; 'AUTOAPRENDIZAJE | 
###
000208 | Villar Angulo, Luis Miguel | El autoperfeccionamiento del profesor   | Bogotá | Cincel | 1980 | PERFECCIONAMIENTO DEL DOCENTE' ;; 'AUTOAPRENDIZAJE | 8470461419
###
102374', '102375 | Villee, Claude A. | Biología  | Buenos Aires | Eudeba | 1982 | BIOLOGIA | 
